customer_id,customer_name,gender,age,province,city,register_date,channel,vip_level
C00378,沈浩,男,33,四川,绵阳,2024-02-02,京东,银卡会员
C00379,唐兰,女,32,山东,青岛,2025-05-22,京东,银卡会员
C00380,张嘉雪,男,21,广东,东莞,2025-08-16,京东,银卡会员
C00381,魏明建,女,44,上海,上海,2025-06-09,京东,普通会员
C00382,郑欣琪,女,50,重庆,重庆,2024-10-30,拼多多,金卡会员
C00383,史晓,男,33,山东,烟台,2025-04-15,天猫,普通会员
C00384,秦嘉雅,女,18,江苏,苏州,2024-10-25,京东,金卡会员
C00385,魏博,男,53,陕西,西安,2024-09-14,天猫,金卡会员
C00386,吕志军,男,27,上海,上海,2024-08-23,京东,银卡会员
C00387,蔡子思,女,43,陕西,西安,2024-05-31,天猫,银卡会员
C00388,夏子,女,20,浙江,宁波,2025-11-28,拼多多,普通会员
C00389,秦玉,男,20,湖北,武汉,2025-04-24,天猫,普通会员
C00390,张敏,女,56,上海,上海,2024-05-05,抖音,银卡会员
C00391,常梦,女,46,浙江,温州,2025-09-14,天猫,普通会员
C00392,田燕,女,18,陕西,西安,2024-04-18,京东,普通会员
C00393,徐鹏强,男,22,江苏,南京,2025-03-03,天猫,钻石会员
C00394,苏娟,男,39,广东,广州,2024-04-29,拼多多,普通会员
C00395,易博,女,47,浙江,宁波,2024-09-17,小程序,普通会员
C00396,邓志墨,男,36,福建,泉州,2025-04-19,天猫,普通会员
C00397,史娜,男,55,湖南,株洲,2025-12-20,小程序,银卡会员
C00398,董艳宇,女,46,安徽,合肥,2025-12-15,京东,普通会员
C00399,黄琪,男,44,浙江,宁波,2025-10-06,抖音,银卡会员
C00400,李超,女,30,上海,上海,2024-06-18,抖音,普通会员
C00401,徐勇俊,男,47,江苏,苏州,2024-03-08,天猫,普通会员
C00402,石欣晨,女,55,湖北,武汉,2025-10-14,京东,普通会员
C00403,徐超丽,女,20,安徽,合肥,2025-10-26,天猫,普通会员
C00404,刘诗,女,49,福建,福州,2024-07-19,抖音,金卡会员
C00405,邹天,女,55,湖北,武汉,2024-01-14,京东,普通会员
C00406,吴曦琴,女,36,上海,上海,2025-04-11,拼多多,普通会员
C00407,徐子,男,50,重庆,重庆,2024-02-24,天猫,普通会员
C00408,许鹏,女,33,北京,北京,2024-01-30,小程序,普通会员
C00409,金静,女,26,广东,东莞,2025-11-05,天猫,普通会员
C00410,孙志,女,53,上海,上海,2024-12-22,抖音,普通会员
C00411,朱明怡,男,31,广东,东莞,2024-03-21,京东,钻石会员
C00412,曾丽,男,50,江苏,无锡,2025-04-16,天猫,普通会员
C00413,杨雨芳,女,31,广东,广州,2024-09-22,天猫,银卡会员
C00414,朱飞宇,女,35,北京,北京,2025-01-21,抖音,银卡会员
C00415,夏玉文,男,47,湖北,武汉,2025-10-09,天猫,普通会员
C00416,蒋佳桂,男,32,上海,上海,2024-06-20,抖音,银卡会员
C00417,王敏,女,52,上海,上海,2025-04-10,小程序,金卡会员
C00418,沈志嘉,男,19,辽宁,大连,2025-08-19,京东,银卡会员
C00419,潘梓,女,18,河南,郑州,2024-11-01,天猫,金卡会员
C00420,冯佑,男,21,四川,成都,2025-11-29,天猫,银卡会员
C00421,钟强,男,29,浙江,温州,2024-11-18,天猫,普通会员
C00422,邱雨,男,20,重庆,重庆,2024-11-26,京东,金卡会员
C00423,邹俊,女,34,江苏,无锡,2025-09-28,拼多多,普通会员
C00424,段伟,女,19,浙江,温州,2025-04-02,京东,银卡会员
C00425,郑晨,男,50,重庆,重庆,2025-09-17,天猫,银卡会员
C00426,沈浩,男,24,四川,成都,2025-07-23,抖音,金卡会员
C00427,郭嘉,男,59,福建,泉州,2025-05-27,京东,金卡会员
C00428,赵志,男,54,湖北,武汉,2024-06-22,抖音,普通会员
C00429,余怡,女,47,山东,济南,2024-10-14,小程序,银卡会员
C00430,王敏俊,男,52,浙江,温州,2025-09-14,京东,普通会员
C00431,徐宇,女,51,江苏,苏州,2025-03-19,京东,银卡会员
C00432,谭远,男,54,浙江,宁波,2024-07-20,拼多多,银卡会员
C00433,萧兰,男,41,江苏,南京,2024-08-23,抖音,普通会员
C00434,袁英兰,男,44,陕西,咸阳,2025-07-12,拼多多,金卡会员
C00435,廖一,男,38,浙江,宁波,2024-05-08,拼多多,普通会员
C00436,马涵,男,44,四川,成都,2024-03-21,抖音,普通会员
C00437,陆晓,男,34,河南,洛阳,2025-07-04,抖音,钻石会员
C00438,林军浩,男,23,河南,郑州,2024-07-26,抖音,银卡会员
C00439,冯桐琪,女,58,北京,北京,2025-07-05,抖音,银卡会员
C00440,秦斌鹏,男,48,北京,北京,2025-01-19,抖音,普通会员
C00441,侯海晓,男,48,安徽,芜湖,2025-12-19,京东,普通会员
C00442,白晨,男,30,山东,济南,2025-01-12,拼多多,普通会员
C00443,常子,女,51,未知,长沙,2025-09-16,天猫,普通会员
C00444,蒋军,女,40,重庆,重庆,2025-09-04,天猫,普通会员
C00445,夏晨,女,21,河南,洛阳,2024-06-01,京东,普通会员
C00446,陈伟,女,59,江苏,南京,2025-12-18,天猫,银卡会员
C00447,程浩娟,女,60,四川,成都,2025-06-20,抖音,普通会员
C00448,汪宇霞,男,55,未知,佛山,2024-03-18,天猫,银卡会员
C00449,于文桐,女,38,山东,未知,2024-01-05,抖音,金卡会员
C00450,范怡浩,女,28,辽宁,大连,2024-07-14,京东,普通会员
C00451,王嘉桐,男,18,四川,成都,2024-01-12,天猫,银卡会员
C00452,蒋琴雨,女,49,北京,北京,2024-09-14,天猫,普通会员
C00453,江刚,男,56,广东,深圳,2025-12-18,京东,普通会员
C00454,文嘉然,男,22,辽宁,沈阳,2024-12-10,拼多多,银卡会员
C00455,赖懿,女,47,广东,广州,2024-01-18,京东,普通会员
C00456,蔡敏,男,19,广东,东莞,2024-12-21,天猫,普通会员
C00457,赖梅燕,女,51,浙江,温州,2024-06-06,京东,金卡会员
C00458,邹霞磊,女,19,广东,广州,2025-09-08,天猫,普通会员
C00459,张艳玉,女,59,北京,北京,2024-03-06,天猫,银卡会员
C00460,石怡静,男,25,四川,未知,2025-07-08,小程序,银卡会员
C00461,宋诺,女,35,浙江,杭州,2024-11-17,天猫,普通会员
C00462,罗婷梓,女,47,广东,广州,2024-01-14,天猫,银卡会员
C00463,徐然,男,54,广东,深圳,2025-04-29,拼多多,普通会员
C00464,江嘉杰,男,33,上海,上海,2024-11-23,抖音,普通会员
C00465,贺晨静,女,60,广东,广州,2025-07-09,京东,钻石会员
C00466,阎航,女,18,福建,福州,2025-03-21,抖音,普通会员
C00467,阎建,男,38,江苏,南京,2025-07-20,小程序,银卡会员
C00468,高雨梦,男,60,浙江,宁波,2024-11-27,天猫,普通会员
C00469,黄泽,女,29,上海,上海,2024-01-06,天猫,普通会员
C00470,刘子,男,40,上海,上海,2024-04-04,拼多多,银卡会员
C00471,杜萱,男,37,广东,广州,2024-11-26,拼多多,银卡会员
C00472,康梅,女,34,广东,东莞,2024-10-13,小程序,普通会员
C00473,姚英欣,男,51,陕西,未知,2025-07-25,京东,银卡会员
C00474,林俊浩,男,40,广东,东莞,2024-10-23,小程序,普通会员
C00475,曾杰,女,48,四川,成都,2025-09-11,京东,普通会员
C00476,蔡涵,女,40,北京,北京,2024-05-15,抖音,银卡会员
C00477,黎兰,女,60,浙江,杭州,2024-10-04,拼多多,银卡会员
C00478,汪杰,男,38,北京,北京,2025-06-28,天猫,普通会员
C00479,汪雨洋,女,52,河南,郑州,2024-03-30,天猫,银卡会员
C00480,叶志,女,44,湖南,长沙,2024-08-19,抖音,普通会员
C00481,郑然,女,52,浙江,杭州,2025-06-25,拼多多,金卡会员
C00482,蔡妍,女,56,浙江,宁波,2025-02-28,天猫,金卡会员
C00483,乔佳,女,27,浙江,温州,2025-07-14,拼多多,普通会员
C00484,侯子刚,女,30,北京,北京,2025-01-06,京东,普通会员
C00485,吴志,女,30,山东,未知,2025-09-10,京东,钻石会员
C00486,蒋梦磊,男,38,江苏,无锡,2025-09-23,京东,金卡会员
C00487,阎雨佳,女,39,浙江,温州,2025-12-02,小程序,普通会员
C00488,郭敏,女,18,辽宁,大连,2024-03-28,天猫,普通会员
C00489,何杰涛,男,56,广东,未知,2025-03-01,抖音,普通会员
C00490,吴天,男,54,北京,北京,2024-03-23,天猫,金卡会员
C00491,姚志浩,女,43,福建,福州,2024-06-13,小程序,金卡会员
C00492,曾文,男,31,江苏,无锡,2024-08-04,拼多多,金卡会员
C00493,马浩,女,53,广东,未知,2025-04-10,天猫,普通会员
C00494,蒋晨,女,29,江苏,南京,2024-11-06,京东,金卡会员
C00495,萧诗雨,男,31,重庆,未知,2025-09-14,京东,普通会员
C00496,廖佑洋,男,60,广东,佛山,2024-08-02,京东,普通会员
C00497,孔军,女,57,江苏,苏州,2025-03-20,拼多多,普通会员
C00498,钱杰,男,43,广东,深圳,2025-07-03,抖音,普通会员
C00499,廖涵,女,25,广东,东莞,2025-12-06,京东,银卡会员
C00500,郝涵雪,男,23,湖北,宜昌,2024-06-25,抖音,普通会员
C00501,马娟,男,59,江苏,南京,2025-06-12,京东,普通会员
C00502,顾敏,女,29,四川,绵阳,2024-03-02,天猫,金卡会员
C00503,何燕,男,47,湖北,未知,2025-01-26,天猫,普通会员
C00504,魏刚,女,33,陕西,未知,2024-10-24,京东,普通会员
C00505,方娜燕,女,39,广东,东莞,2025-11-21,抖音,普通会员
C00506,刘远,男,60,陕西,西安,2025-07-10,天猫,普通会员
C00507,邹桐,男,43,湖北,武汉,2025-10-29,抖音,普通会员
C00508,廖飞,女,36,江苏,苏州,2025-09-04,天猫,银卡会员
C00509,蒋雨,女,35,河南,郑州,2024-10-22,抖音,普通会员
C00510,邱晓玉,女,27,陕西,西安,2025-06-12,天猫,普通会员
C00511,魏懿,女,41,浙江,杭州,2024-01-22,京东,金卡会员
C00512,孟航,男,42,重庆,重庆,2025-02-05,天猫,普通会员
C00513,江怡平,男,22,北京,北京,2024-02-04,京东,银卡会员
C00514,邓欣,女,35,湖北,武汉,2025-06-05,天猫,普通会员
C00515,余欣泽,女,45,安徽,合肥,2025-11-27,京东,金卡会员
C00516,尹雨嘉,女,20,上海,未知,2025-05-05,拼多多,普通会员
C00517,孙志海,男,59,湖南,株洲,2025-08-27,天猫,银卡会员
C00518,谭兰子,女,55,浙江,宁波,2024-06-17,拼多多,银卡会员
C00519,侯天,女,45,湖南,株洲,2025-12-16,抖音,银卡会员
C00520,阎怡曦,男,18,湖北,武汉,2025-01-31,京东,金卡会员
C00521,邓磊文,女,40,江苏,无锡,2025-04-30,抖音,普通会员
C00522,陆子,女,56,上海,上海,2025-07-08,京东,普通会员
C00523,赵敏,男,18,浙江,宁波,2025-04-05,抖音,金卡会员
C00524,郝娟斌,男,52,广东,佛山,2024-08-16,拼多多,金卡会员
C00525,陈娟诺,男,54,广东,未知,2025-03-16,拼多多,普通会员
C00526,陆晨,女,21,上海,上海,2025-04-15,天猫,银卡会员
C00527,赵浩思,男,27,广东,深圳,2025-09-09,抖音,银卡会员
C00528,叶嘉嘉,男,49,江苏,南京,2024-12-12,天猫,银卡会员
C00529,谢鹏,男,57,福建,福州,2024-12-27,京东,金卡会员
C00530,段洋,男,51,福建,泉州,2024-12-28,天猫,金卡会员
C00531,范雪超,男,40,福建,泉州,2024-03-23,天猫,普通会员
C00532,龙玉诗,女,43,浙江,宁波,2024-03-05,抖音,银卡会员
C00533,赵涵,男,40,重庆,重庆,2024-01-15,拼多多,普通会员
C00534,蔡佳,男,42,湖北,武汉,2025-04-24,天猫,普通会员
C00535,冯浩然,男,51,广东,广州,2024-10-28,抖音,金卡会员
C00536,康玉雪,男,20,江苏,南京,2025-09-15,抖音,银卡会员
C00537,汪浩,男,27,山东,济南,2025-05-20,小程序,普通会员
C00538,林思俊,女,20,江苏,苏州,2024-04-11,抖音,银卡会员
C00539,文诺军,女,52,四川,未知,2024-03-13,天猫,普通会员
C00540,丁兰,女,49,安徽,合肥,2024-09-20,天猫,普通会员
C00541,雷懿佳,男,20,广东,广州,2025-10-25,抖音,银卡会员
C00542,白萱飞,女,22,广东,佛山,2024-02-05,天猫,银卡会员
C00543,黎雨志,女,29,安徽,芜湖,2024-05-14,小程序,普通会员
C00544,邱子,男,28,湖北,武汉,2024-01-22,小程序,普通会员
C00545,江诺,男,40,广东,广州,2024-10-24,小程序,银卡会员
C00546,阎斌,女,39,重庆,重庆,2025-12-13,京东,普通会员
C00547,蒋军晨,男,33,陕西,西安,2025-05-07,抖音,金卡会员
C00548,薛浩艳,男,25,四川,未知,2024-12-21,抖音,普通会员
C00549,黎琪艳,女,45,湖北,武汉,2024-04-13,天猫,金卡会员
C00550,段强晨,男,51,浙江,温州,2024-09-12,天猫,普通会员
C00551,谢梅,女,45,广东,广州,2025-01-12,天猫,普通会员
C00552,钟然,男,52,湖北,武汉,2024-07-16,京东,普通会员
C00553,丁静兰,男,57,浙江,杭州,2025-05-22,小程序,银卡会员
C00554,赖然,男,54,山东,烟台,2025-12-06,拼多多,钻石会员
C00555,龙雨,男,46,湖南,株洲,2024-05-28,京东,普通会员
C00556,梁国,女,20,广东,东莞,2024-06-30,抖音,普通会员
C00557,熊英建,女,32,湖北,武汉,2024-03-31,天猫,普通会员
C00558,魏然杰,女,36,江苏,未知,2025-06-06,天猫,银卡会员
C00559,沈琪晓,女,48,未知,咸阳,2024-11-28,天猫,普通会员
C00560,郭诺,男,54,浙江,宁波,2024-07-23,抖音,金卡会员
C00561,潘杰,男,45,湖北,未知,2024-06-06,抖音,普通会员
C00562,胡雨佳,男,33,四川,成都,2024-02-20,拼多多,银卡会员
C00563,卢宇,女,51,上海,上海,2024-12-08,拼多多,金卡会员
C00564,石霞志,女,47,山东,烟台,2025-05-06,天猫,普通会员
C00565,曾晓丽,男,52,福建,福州,2024-06-18,拼多多,普通会员
C00566,史娟,女,43,四川,绵阳,2024-01-02,天猫,金卡会员
C00567,张俊燕,女,45,河南,洛阳,2024-12-06,京东,普通会员
C00568,何平,男,32,安徽,合肥,2025-05-01,京东,银卡会员
C00569,徐磊,女,35,上海,上海,2024-09-05,天猫,金卡会员
C00570,杜霞,女,29,四川,成都,2024-06-29,天猫,普通会员
C00571,孙佳强,女,29,广东,东莞,2024-04-21,天猫,金卡会员
C00572,梁桐,男,46,河南,郑州,2025-06-21,天猫,普通会员
C00573,朱琪,男,34,四川,成都,2025-09-12,小程序,银卡会员
C00574,李晓,女,23,未知,上海,2025-07-08,京东,普通会员
C00575,杜梓,女,19,广东,广州,2025-01-08,京东,普通会员
C00576,武泽俊,女,54,重庆,重庆,2025-06-05,小程序,普通会员
C00577,吴斌,女,36,上海,上海,2024-10-12,抖音,普通会员
C00578,梁诺,男,42,未知,济南,2024-01-18,京东,普通会员
C00579,方勇浩,男,56,江苏,无锡,2024-09-21,小程序,普通会员
C00580,杜梦佳,女,22,辽宁,沈阳,2025-05-21,天猫,银卡会员
C00581,唐雨,男,58,江苏,南京,2025-04-11,天猫,普通会员
C00582,张勇,女,48,江苏,未知,2025-12-13,抖音,普通会员
C00583,谢艳,女,45,陕西,咸阳,2025-12-19,京东,普通会员
C00584,魏泽艳,男,36,重庆,重庆,2024-06-23,拼多多,普通会员
C00585,姜志,男,48,江苏,无锡,2024-01-07,天猫,普通会员
C00586,徐妍曦,男,26,北京,北京,2024-07-16,抖音,普通会员
C00587,谭勇,男,30,福建,福州,2025-09-22,抖音,银卡会员
C00588,余志一,女,59,未知,西安,2025-08-08,小程序,银卡会员
C00589,韩飞萱,男,29,上海,上海,2024-03-12,天猫,银卡会员
C00590,黎博海,男,48,四川,成都,2024-04-25,天猫,普通会员
C00591,万芳,男,58,福建,福州,2025-02-09,小程序,金卡会员
C00592,林浩,男,43,福建,福州,2025-04-20,抖音,银卡会员
C00593,余伟,女,30,河南,郑州,2025-12-08,天猫,银卡会员
C00594,金晓,女,54,四川,成都,2025-06-27,天猫,普通会员
C00595,孙静,女,53,广东,深圳,2024-06-01,拼多多,普通会员
C00596,董子梓,女,41,重庆,重庆,2024-01-27,抖音,普通会员
C00597,冯怡飞,男,22,陕西,西安,2025-04-01,抖音,普通会员
C00598,薛远,女,36,湖南,长沙,2025-02-02,拼多多,银卡会员
C00599,顾磊思,男,36,广东,佛山,2025-10-25,天猫,普通会员
C00600,郑飞,女,26,江苏,南京,2025-02-18,天猫,普通会员
C00601,邓玉然,男,35,福建,福州,2024-12-26,抖音,普通会员
C00602,钟墨,男,24,广东,深圳,2024-08-06,拼多多,普通会员
C00603,傅墨,男,47,安徽,合肥,2024-03-03,天猫,普通会员
C00604,崔天雅,女,36,上海,上海,2025-09-22,抖音,普通会员
C00605,史丽,男,49,福建,厦门,2025-08-17,天猫,普通会员
C00606,范嘉琪,女,37,陕西,西安,2024-04-27,天猫,普通会员
C00607,田伟,男,48,上海,未知,2025-05-21,小程序,银卡会员
C00608,陈华雅,女,49,浙江,杭州,2024-09-19,天猫,金卡会员
C00609,叶琪,女,24,湖北,武汉,2024-11-10,天猫,金卡会员
C00610,许军飞,男,37,湖北,武汉,2025-09-03,拼多多,银卡会员
C00611,文鹏琴,男,50,上海,上海,2025-08-29,京东,普通会员
C00612,赖妍诺,男,43,湖北,武汉,2024-05-17,京东,银卡会员
C00613,李芳涵,女,27,辽宁,大连,2024-08-09,拼多多,金卡会员
C00614,文华,女,53,未知,北京,2025-08-14,天猫,普通会员
C00615,廖斌子,男,26,江苏,苏州,2025-10-22,抖音,普通会员
C00616,何子,男,60,上海,上海,2024-02-26,京东,银卡会员
C00617,周桐,男,48,上海,上海,2025-08-23,天猫,普通会员
C00618,贾然,男,31,广东,佛山,2024-12-18,抖音,银卡会员
C00619,马桂,女,26,江苏,南京,2025-03-01,京东,普通会员
C00620,任丽妍,男,56,山东,济南,2024-02-24,拼多多,普通会员
C00621,冯俊诺,男,40,浙江,杭州,2025-05-04,小程序,银卡会员
C00622,秦敏,女,52,辽宁,大连,2025-05-03,拼多多,银卡会员
C00623,汤英静,女,53,浙江,宁波,2025-04-22,京东,银卡会员
C00624,任诗晓,女,20,广东,深圳,2025-07-23,天猫,金卡会员
C00625,王雅,男,47,河南,洛阳,2025-11-12,拼多多,金卡会员
C00626,郭晓,女,32,陕西,西安,2025-09-03,京东,普通会员
C00627,梁芳,女,57,浙江,温州,2025-06-20,抖音,钻石会员
C00628,魏远妍,女,27,江苏,南京,2025-12-07,拼多多,普通会员
C00629,毛宇,男,19,江苏,苏州,2025-04-30,天猫,普通会员
C00630,程怡,女,46,四川,成都,2025-04-28,天猫,金卡会员
C00631,韩晨,女,41,北京,北京,2025-01-25,抖音,普通会员
C00632,陈军刚,女,41,未知,温州,2025-07-07,抖音,金卡会员
C00633,高国超,女,29,广东,广州,2024-02-21,天猫,普通会员
C00634,张曦,女,39,北京,北京,2024-12-30,抖音,普通会员
C00635,谢建,女,59,辽宁,沈阳,2024-11-02,拼多多,普通会员
C00636,于懿,女,50,山东,青岛,2025-10-19,京东,银卡会员
C00637,程晓静,男,60,北京,北京,2024-02-22,天猫,金卡会员
C00638,贾浩涛,男,32,广东,广州,2025-04-08,抖音,普通会员
C00639,武敏晨,女,55,浙江,温州,2024-05-12,拼多多,普通会员
C00640,康欣,女,34,浙江,宁波,2025-09-28,小程序,普通会员
C00641,马娟,女,58,河南,洛阳,2025-09-05,天猫,普通会员
C00642,易梦曦,女,55,陕西,西安,2024-06-18,拼多多,银卡会员
C00643,黄敏佑,女,25,重庆,重庆,2025-09-19,拼多多,银卡会员
C00644,钟远,女,59,安徽,未知,2024-12-23,抖音,普通会员
C00645,武建,男,44,安徽,合肥,2025-11-30,京东,普通会员
C00646,段英,女,51,辽宁,沈阳,2025-06-09,天猫,银卡会员
C00647,周雨强,男,42,广东,广州,2024-01-25,京东,普通会员
C00648,林梅,女,27,江苏,无锡,2024-05-25,京东,普通会员
C00649,蔡浩杰,女,60,浙江,杭州,2024-10-17,京东,银卡会员
C00650,雷艳刚,男,22,四川,绵阳,2024-06-01,小程序,普通会员
C00651,薛洋,男,52,广东,佛山,2024-04-05,天猫,普通会员
C00652,孙嘉天,男,26,陕西,西安,2025-12-05,小程序,普通会员
C00653,常思诗,女,51,湖北,未知,2025-09-17,京东,银卡会员
C00654,余怡晓,男,36,四川,绵阳,2024-11-08,拼多多,普通会员
C00655,萧娜俊,男,28,未知,南京,2024-06-03,京东,金卡会员
C00656,谭怡,女,28,浙江,宁波,2024-05-10,抖音,普通会员
C00657,傅桂,男,31,江苏,苏州,2025-10-21,抖音,普通会员
C00658,石涵,女,56,陕西,西安,2024-08-26,小程序,银卡会员
C00659,常怡佳,女,51,湖北,武汉,2024-01-10,天猫,普通会员
C00660,乔博,男,46,福建,福州,2024-10-13,天猫,普通会员
C00661,武飞怡,男,45,浙江,宁波,2024-11-23,小程序,普通会员
C00662,郭梓,女,35,上海,上海,2025-03-24,天猫,银卡会员
C00663,康航,女,56,上海,上海,2024-08-31,抖音,普通会员
C00664,王怡,男,29,河南,洛阳,2025-10-26,天猫,金卡会员
C00665,万斌曦,女,58,河南,洛阳,2025-04-08,天猫,普通会员
C00666,唐欣浩,女,34,江苏,苏州,2025-12-11,抖音,普通会员
C00667,程怡懿,男,32,辽宁,沈阳,2024-09-21,抖音,普通会员
C00668,许欣英,女,38,广东,广州,2025-04-14,抖音,普通会员
C00669,苏磊,女,50,重庆,重庆,2024-09-20,京东,金卡会员
C00670,吕子芳,男,48,广东,广州,2025-05-18,拼多多,普通会员
C00671,文梅,女,50,浙江,温州,2025-06-20,小程序,金卡会员
C00672,林强远,男,21,未知,西安,2024-08-19,天猫,普通会员
C00673,范洋刚,男,24,江苏,无锡,2025-11-06,京东,普通会员
C00674,徐伟,男,54,上海,上海,2025-09-09,京东,普通会员
C00675,阎华欣,女,60,未知,北京,2025-10-06,拼多多,银卡会员
C00676,余洋,女,23,未知,杭州,2024-06-05,京东,普通会员
C00677,马艳思,女,56,福建,厦门,2025-05-31,抖音,银卡会员
C00678,卢子,男,29,陕西,咸阳,2024-03-17,京东,金卡会员
C00679,武芳,女,60,陕西,咸阳,2024-03-16,抖音,银卡会员
C00680,冯宇海,女,60,浙江,温州,2025-12-01,拼多多,普通会员
C00681,韩芳,男,45,四川,成都,2024-04-20,京东,银卡会员
C00682,蒋芳霞,男,26,浙江,温州,2025-09-14,京东,普通会员
C00683,文涵曦,女,51,浙江,杭州,2024-11-06,天猫,普通会员
C00684,梁然,男,22,江苏,无锡,2024-08-06,京东,普通会员
C00685,邹嘉丽,女,32,辽宁,大连,2024-02-22,天猫,金卡会员
C00686,钱诗刚,女,45,陕西,西安,2025-05-01,拼多多,普通会员
C00687,丁萱,男,20,河南,郑州,2025-06-03,京东,银卡会员
C00688,胡然斌,女,34,四川,成都,2024-12-02,天猫,银卡会员
C00689,杨桐,女,52,北京,北京,2025-08-06,天猫,普通会员
C00690,张嘉燕,女,21,四川,绵阳,2024-08-20,抖音,普通会员
C00691,康鹏,女,33,四川,绵阳,2025-02-01,小程序,银卡会员
C00692,石军,女,18,北京,北京,2024-07-25,京东,普通会员
C00693,李国,女,46,广东,广州,2025-02-23,天猫,普通会员
C00694,张明妍,男,21,未知,深圳,2024-04-07,京东,普通会员
C00695,康诗懿,男,30,辽宁,沈阳,2024-12-08,小程序,金卡会员
C00696,邹曦建,男,40,北京,北京,2025-01-30,拼多多,普通会员
C00697,黎艳,男,27,辽宁,沈阳,2025-02-04,天猫,普通会员
C00698,姜佑杰,男,27,江苏,南京,2024-11-17,抖音,普通会员
C00699,唐佳,男,53,四川,成都,2025-04-08,拼多多,普通会员
C00700,邓斌一,女,51,江苏,南京,2025-01-03,拼多多,钻石会员
C00701,邵泽华,男,21,浙江,宁波,2024-07-22,京东,普通会员
C00702,孔佑海,男,54,广东,深圳,2024-06-04,拼多多,银卡会员
C00703,黄欣,男,38,广东,广州,2025-04-11,抖音,银卡会员
C00704,龙雪,女,24,重庆,重庆,2025-11-06,天猫,普通会员
C00705,韩雨,男,56,浙江,宁波,2025-06-26,天猫,银卡会员
C00706,潘子,女,32,湖北,宜昌,2025-04-04,京东,钻石会员
C00707,谭杰敏,女,32,北京,北京,2025-10-25,天猫,银卡会员
C00708,蔡桐诺,男,24,上海,上海,2025-10-09,京东,银卡会员
C00709,徐涵,女,56,四川,绵阳,2024-12-30,拼多多,普通会员
C00710,邹欣,男,30,江苏,无锡,2024-03-19,拼多多,金卡会员
C00711,阎敏博,女,43,安徽,芜湖,2025-04-01,天猫,普通会员
C00712,郑晨,男,28,湖南,长沙,2025-03-24,天猫,银卡会员
C00713,张诺琴,女,56,福建,厦门,2024-07-18,抖音,普通会员
C00714,钟然,女,51,北京,北京,2025-09-03,京东,银卡会员
C00715,任雅,男,39,江苏,南京,2025-09-18,天猫,金卡会员
C00716,杨欣,男,32,重庆,重庆,2024-08-26,拼多多,银卡会员
C00717,钱浩雪,男,46,浙江,杭州,2024-12-09,天猫,普通会员
C00718,于梓宇,男,39,广东,深圳,2024-05-20,天猫,银卡会员
C00719,阎航宇,女,58,未知,上海,2024-05-08,拼多多,金卡会员
C00720,谢志,女,46,河南,洛阳,2024-07-09,抖音,银卡会员
C00721,叶勇丽,女,19,湖北,宜昌,2024-09-20,京东,金卡会员
C00722,丁子梓,女,53,河南,洛阳,2024-07-15,抖音,金卡会员
C00723,蔡怡诗,女,26,河南,郑州,2024-04-19,小程序,金卡会员
C00724,林娟,女,30,江苏,苏州,2024-11-17,天猫,普通会员
C00725,方志一,男,36,重庆,重庆,2025-03-24,抖音,普通会员
C00726,姚强,男,26,北京,北京,2024-08-22,天猫,金卡会员
C00727,彭飞志,男,58,山东,青岛,2025-01-19,京东,金卡会员
C00728,龙晨志,男,60,广东,广州,2024-07-14,京东,普通会员
C00729,龙芳,男,24,安徽,芜湖,2025-05-21,京东,普通会员
C00730,曾佳,男,31,浙江,杭州,2025-04-11,天猫,普通会员
C00731,黄斌,男,33,未知,东莞,2025-11-22,拼多多,银卡会员
C00732,蒋雨,男,46,北京,北京,2024-02-08,京东,金卡会员
C00733,袁华,男,43,广东,广州,2025-09-06,拼多多,银卡会员
C00734,于晓,男,47,江苏,苏州,2024-09-02,京东,普通会员
C00735,黄桐海,男,19,湖北,武汉,2024-02-17,拼多多,普通会员
C00736,夏子平,女,40,上海,上海,2025-05-11,抖音,金卡会员
C00737,魏怡,女,27,重庆,重庆,2024-05-03,京东,普通会员
C00738,赖芳,女,27,浙江,杭州,2024-05-06,抖音,普通会员
C00739,黎琴刚,男,51,福建,厦门,2025-12-06,拼多多,普通会员
C00740,邓嘉,男,24,北京,北京,2024-06-08,京东,金卡会员
C00741,朱国,男,19,山东,济南,2025-01-28,京东,普通会员
C00742,赵佳伟,男,38,湖北,宜昌,2024-05-24,抖音,普通会员
C00743,傅雪,男,49,北京,北京,2024-03-30,抖音,普通会员
C00744,方俊,女,39,辽宁,大连,2024-01-01,京东,钻石会员
C00745,秦洋,男,24,上海,上海,2024-01-12,拼多多,普通会员
C00746,陆芳,男,51,江苏,苏州,2024-12-07,京东,普通会员
C00747,蔡娜,女,34,山东,烟台,2024-11-08,京东,普通会员
C00748,秦梓妍,女,48,陕西,西安,2024-01-29,抖音,普通会员
C00749,龙晨,男,26,广东,未知,2024-09-08,小程序,金卡会员
C00750,史诺,男,57,北京,北京,2024-07-15,天猫,银卡会员
C00751,董欣,女,30,重庆,重庆,2025-02-15,天猫,普通会员
C00752,韩敏玉,男,59,河南,洛阳,2025-12-17,天猫,金卡会员
C00753,姜佑琪,女,34,安徽,合肥,2025-05-12,抖音,普通会员
C00754,曹强娜,女,49,四川,成都,2025-10-23,京东,金卡会员
C00755,傅梓,男,39,山东,济南,2024-05-18,京东,普通会员
C00756,侯雨,女,21,浙江,杭州,2024-06-03,天猫,普通会员
